graph number,cube0_cluster0,cube0_cluster1,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,Graph Label
17828,9,13,22,9,13,9,23,8,tensor([[0]])
17829,9,5,14,8,5,9,17,5,tensor([[0]])
17830,9,4,13,6,4,9,16,3,tensor([[0]])
17831,11,6,17,12,6,11,22,7,tensor([[0]])
17832,8,5,13,10,5,8,16,7,tensor([[0]])
17833,7,6,13,8,6,7,16,5,tensor([[0]])
17834,13,7,20,7,7,13,22,5,tensor([[0]])
17835,8,6,14,6,6,8,16,4,tensor([[0]])
17836,7,9,16,7,9,7,16,7,tensor([[0]])
17837,8,5,13,6,5,8,16,3,tensor([[0]])
17838,7,6,13,8,6,7,16,5,tensor([[0]])
17839,9,7,16,5,7,9,16,5,tensor([[0]])
17840,8,7,15,7,7,8,17,5,tensor([[0]])
17841,8,5,13,7,5,8,16,4,tensor([[0]])
17842,7,7,14,7,7,7,16,5,tensor([[0]])
17843,8,41,49,10,41,8,32,27,tensor([[0]])
17844,0,20,21,16,20,0,6,31,tensor([[0]])
17845,10,4,18,10,4,10,24,4,tensor([[0]])
17846,8,30,38,8,30,8,23,23,tensor([[0]])
17847,1,3,4,10,3,1,7,7,tensor([[0]])
17848,1,6,7,3,6,1,1,9,tensor([[0]])
17849,11,4,17,2,4,11,18,1,tensor([[0]])
17850,5,5,10,6,5,5,9,7,tensor([[0]])
17851,8,8,16,5,8,8,15,6,tensor([[0]])
17852,8,7,15,6,7,8,16,5,tensor([[0]])
17853,10,10,21,5,10,10,13,13,tensor([[0]])
17854,0,8,8,5,8,0,3,10,tensor([[0]])
17855,4,8,12,6,8,4,7,11,tensor([[0]])
17856,0,9,10,5,9,0,3,12,tensor([[0]])
17857,0,3,3,10,3,0,4,9,tensor([[0]])
17858,1,6,8,7,6,1,8,7,tensor([[0]])
17859,1,7,9,8,7,1,8,9,tensor([[0]])
17860,1,5,7,8,5,1,7,8,tensor([[0]])
17861,6,8,16,6,8,6,15,7,tensor([[0]])
17862,6,10,18,6,10,6,15,9,tensor([[0]])
17863,1,6,9,7,6,1,9,7,tensor([[0]])
17864,1,9,12,6,9,1,9,9,tensor([[0]])
17865,1,6,9,7,6,1,8,8,tensor([[0]])
17866,6,11,20,5,11,6,16,9,tensor([[0]])
17867,4,15,21,8,15,4,14,15,tensor([[0]])
17868,2,12,15,9,12,2,8,16,tensor([[0]])
17869,8,8,18,4,8,8,17,5,tensor([[0]])
17870,4,11,17,8,11,4,12,13,tensor([[0]])
17871,5,12,19,4,12,5,12,11,tensor([[0]])
17872,1,7,8,14,7,1,6,16,tensor([[0]])
17873,6,11,17,12,11,6,12,17,tensor([[0]])
17874,5,8,13,14,8,5,12,15,tensor([[0]])
17875,5,11,16,13,11,5,12,17,tensor([[0]])
17876,0,12,12,21,12,0,11,22,tensor([[0]])
17877,0,11,11,23,11,0,9,25,tensor([[0]])
17878,10,10,20,23,10,10,21,22,tensor([[0]])
17879,10,10,20,23,10,10,21,22,tensor([[0]])
17880,0,7,7,24,7,0,9,22,tensor([[0]])
17881,14,11,25,8,11,14,18,15,tensor([[0]])
17882,19,15,34,3,15,19,34,3,tensor([[0]])
17883,3,12,16,3,12,3,11,8,tensor([[0]])
17884,8,8,17,6,8,8,14,9,tensor([[0]])
17885,3,7,11,7,7,3,9,9,tensor([[0]])
17886,9,7,17,5,7,9,13,9,tensor([[0]])
17887,4,5,10,7,5,4,9,8,tensor([[0]])
17888,8,10,19,13,10,8,19,13,tensor([[0]])
17889,8,11,20,14,11,8,20,14,tensor([[0]])
17890,12,14,27,13,14,12,27,13,tensor([[0]])
17891,12,13,26,13,13,12,26,13,tensor([[0]])
17892,18,13,32,7,13,18,29,10,tensor([[0]])
17893,19,14,34,6,14,19,31,9,tensor([[0]])
17894,4,8,13,2,8,4,8,7,tensor([[0]])
17895,7,6,14,6,6,7,14,6,tensor([[0]])
17896,0,7,8,7,7,0,8,7,tensor([[0]])
17897,5,5,10,3,5,5,8,5,tensor([[0]])
17898,4,11,17,8,11,4,10,15,tensor([[0]])
17899,6,15,23,7,15,6,17,13,tensor([[0]])
17900,20,8,28,8,8,20,30,6,tensor([[0]])
17901,7,15,23,1,15,7,13,11,tensor([[0]])
17902,12,23,36,2,23,12,24,14,tensor([[0]])
17903,10,22,32,3,22,10,19,16,tensor([[0]])
17904,4,14,18,12,14,4,12,18,tensor([[0]])
17905,13,8,21,5,8,13,23,3,tensor([[0]])
17906,12,8,20,7,8,12,23,4,tensor([[0]])
17907,12,8,20,6,8,12,23,3,tensor([[0]])
17908,12,10,22,10,10,12,22,10,tensor([[0]])
17909,12,9,21,11,9,12,22,10,tensor([[0]])
17910,13,8,21,10,8,13,22,9,tensor([[0]])
17911,12,9,21,11,9,12,22,10,tensor([[0]])
17912,15,8,23,6,8,15,22,7,tensor([[0]])
17913,15,7,22,7,7,15,22,7,tensor([[0]])
17914,14,8,22,8,8,14,22,8,tensor([[0]])
17915,14,9,23,7,9,14,22,8,tensor([[0]])
17916,13,10,23,9,10,13,23,9,tensor([[0]])
17917,9,9,19,5,9,9,20,4,tensor([[0]])
17918,7,7,15,9,7,7,19,5,tensor([[0]])
17919,11,9,21,9,9,11,25,5,tensor([[0]])
17920,11,11,23,9,11,11,25,7,tensor([[0]])
17921,7,9,17,7,9,7,16,8,tensor([[0]])
17922,11,10,22,7,10,11,22,7,tensor([[0]])
17923,11,9,21,5,9,11,22,4,tensor([[0]])
17924,10,11,22,5,11,10,21,6,tensor([[0]])
17925,0,13,14,3,13,0,7,10,tensor([[0]])
17926,2,6,8,8,6,2,9,7,tensor([[0]])
17927,9,7,16,6,7,9,15,7,tensor([[0]])
17928,9,9,18,4,9,9,15,7,tensor([[0]])
17929,10,6,16,4,6,10,14,6,tensor([[0]])
17930,9,8,17,4,8,9,14,7,tensor([[0]])
17931,9,7,16,5,7,9,14,7,tensor([[0]])
17932,9,7,16,5,7,9,14,7,tensor([[0]])
17933,9,9,18,6,9,9,15,9,tensor([[0]])
17934,10,7,17,6,7,10,15,8,tensor([[0]])
17935,9,9,19,4,9,9,15,8,tensor([[0]])
17936,9,7,16,5,7,9,14,7,tensor([[0]])
17937,9,7,16,5,7,9,14,7,tensor([[0]])
17938,9,7,16,6,7,9,15,7,tensor([[0]])
17939,9,7,16,8,7,9,15,9,tensor([[0]])
17940,9,7,16,8,7,9,15,9,tensor([[0]])
17941,10,7,17,6,7,10,15,8,tensor([[0]])
17942,9,9,18,4,9,9,15,7,tensor([[0]])
17943,9,7,16,5,7,9,14,7,tensor([[0]])
17944,1,8,11,9,8,1,9,11,tensor([[0]])
17945,1,7,10,6,7,1,8,8,tensor([[0]])
17946,5,9,14,1,9,5,8,7,tensor([[0]])
17947,4,8,12,3,8,4,10,5,tensor([[0]])
17948,5,6,12,2,6,5,11,3,tensor([[0]])
17949,5,5,10,3,5,5,11,2,tensor([[0]])
17950,5,5,10,2,5,5,10,2,tensor([[0]])
17951,4,9,15,9,9,4,9,15,tensor([[0]])
17952,9,12,23,7,12,9,15,15,tensor([[0]])
17953,4,5,10,6,5,4,9,7,tensor([[0]])
17954,4,5,9,6,5,4,9,6,tensor([[0]])
17955,4,4,8,7,4,4,10,5,tensor([[0]])
17956,4,3,7,7,3,4,8,6,tensor([[0]])
17957,4,3,7,7,3,4,8,6,tensor([[0]])
17958,4,3,7,8,3,4,9,6,tensor([[0]])
17959,4,3,7,8,3,4,9,6,tensor([[0]])
17960,5,4,9,7,4,5,8,8,tensor([[0]])
17961,4,6,11,3,6,4,8,6,tensor([[0]])
17962,4,5,9,4,5,4,8,5,tensor([[0]])
17963,5,5,10,4,5,5,8,6,tensor([[0]])
17964,4,5,9,6,5,4,9,6,tensor([[0]])
17965,4,2,6,8,2,4,8,6,tensor([[0]])
17966,5,4,9,5,4,5,8,6,tensor([[0]])
17967,0,9,9,13,9,0,6,16,tensor([[0]])
17968,4,18,22,3,18,4,17,8,tensor([[0]])
17969,12,11,23,13,11,12,24,12,tensor([[0]])
17970,7,11,18,3,11,7,16,5,tensor([[0]])
17971,5,13,18,2,13,5,15,5,tensor([[0]])
17972,4,13,18,6,13,4,10,14,tensor([[0]])
17973,5,5,10,11,5,5,11,10,tensor([[0]])
17974,4,5,10,7,5,4,9,8,tensor([[0]])
17975,4,5,9,7,5,4,9,7,tensor([[0]])
17976,4,3,7,8,3,4,8,7,tensor([[0]])
17977,9,4,13,7,4,9,14,6,tensor([[0]])
17978,4,3,7,8,3,4,8,7,tensor([[0]])
17979,5,4,9,8,4,5,9,8,tensor([[0]])
17980,4,8,12,4,8,4,8,8,tensor([[0]])
17981,4,7,11,4,7,4,7,8,tensor([[0]])
17982,4,7,11,4,7,4,7,8,tensor([[0]])
17983,4,6,10,5,6,4,7,8,tensor([[0]])
17984,4,6,10,5,6,4,7,8,tensor([[0]])
17985,4,6,10,6,6,4,8,8,tensor([[0]])
17986,4,6,10,6,6,4,8,8,tensor([[0]])
17987,5,6,11,6,6,5,8,9,tensor([[0]])
17988,5,6,11,6,6,5,8,9,tensor([[0]])
17989,4,6,11,4,6,4,8,7,tensor([[0]])
17990,4,4,8,5,4,4,7,6,tensor([[0]])
17991,5,4,9,6,4,5,8,7,tensor([[0]])
17992,4,7,12,2,7,4,7,7,tensor([[0]])
17993,4,7,11,2,7,4,7,6,tensor([[0]])
17994,4,5,9,3,5,4,6,6,tensor([[0]])
17995,4,5,9,3,5,4,6,6,tensor([[0]])
17996,5,5,10,4,5,5,7,7,tensor([[0]])
17997,4,7,12,6,7,4,9,9,tensor([[0]])
17998,4,7,11,6,7,4,9,8,tensor([[0]])
17999,4,6,10,6,6,4,8,8,tensor([[0]])
18000,5,4,9,6,4,5,8,7,tensor([[0]])
18001,4,5,9,7,5,4,8,8,tensor([[0]])
18002,4,5,9,7,5,4,8,8,tensor([[0]])
18003,5,5,10,8,5,5,9,9,tensor([[0]])
18004,9,5,14,5,5,9,14,5,tensor([[0]])
18005,9,4,13,5,4,9,13,5,tensor([[0]])
18006,10,5,15,5,5,10,14,6,tensor([[0]])
18007,14,7,22,5,7,14,19,8,tensor([[0]])
18008,14,6,20,6,6,14,19,7,tensor([[0]])
18009,15,4,19,5,4,15,18,6,tensor([[0]])
18010,14,6,20,5,6,14,18,7,tensor([[0]])
18011,0,7,7,6,7,0,6,7,tensor([[0]])
18012,4,6,10,7,6,4,14,3,tensor([[0]])
18013,4,5,9,7,5,4,12,4,tensor([[0]])
18014,5,5,10,8,5,5,13,5,tensor([[0]])
18015,7,6,13,6,6,7,15,4,tensor([[1]])
18016,6,6,12,5,6,6,15,2,tensor([[0]])
18017,5,6,11,7,6,5,15,3,tensor([[0]])
18018,4,7,11,6,7,4,7,10,tensor([[0]])
18019,0,20,22,4,20,0,4,22,tensor([[0]])
18020,9,15,25,6,15,9,19,12,tensor([[0]])
18021,12,14,26,4,14,12,20,10,tensor([[0]])
18022,12,20,32,4,20,12,22,14,tensor([[0]])
18023,12,22,34,4,22,12,22,16,tensor([[0]])
18024,12,24,36,4,24,12,22,18,tensor([[0]])
18025,8,11,19,7,11,8,17,9,tensor([[0]])
18026,7,11,18,6,11,7,16,8,tensor([[0]])
18027,8,12,21,11,12,8,15,17,tensor([[0]])
18028,8,10,19,12,10,8,14,17,tensor([[0]])
18029,13,12,26,11,12,13,21,16,tensor([[0]])
18030,13,11,25,12,11,13,22,15,tensor([[0]])
18031,8,10,19,15,10,8,16,18,tensor([[0]])
18032,8,12,22,13,12,8,16,19,tensor([[0]])
18033,8,13,22,13,13,8,17,18,tensor([[0]])
18034,8,12,21,13,12,8,17,17,tensor([[0]])
18035,6,3,9,9,3,6,12,6,tensor([[0]])
18036,16,4,20,8,4,16,24,4,tensor([[0]])
18037,16,4,20,8,4,16,24,4,tensor([[0]])
18038,6,2,8,8,2,6,10,6,tensor([[0]])
18039,9,5,14,6,5,9,16,4,tensor([[0]])
18040,12,6,18,5,6,12,19,4,tensor([[0]])
18041,12,6,18,5,6,12,19,4,tensor([[0]])
18042,9,6,15,5,6,9,16,4,tensor([[0]])
18043,1,11,13,4,11,1,6,11,tensor([[0]])
18044,4,12,16,4,12,4,17,3,tensor([[0]])
18045,4,10,14,5,10,4,17,2,tensor([[0]])
18046,4,6,13,4,6,4,14,3,tensor([[0]])
18047,4,6,13,4,6,4,14,3,tensor([[0]])
18048,4,6,13,4,6,4,14,3,tensor([[0]])
18049,4,7,13,4,7,4,13,4,tensor([[0]])
18050,4,6,13,4,6,4,14,3,tensor([[1]])
18051,6,7,15,6,7,6,15,6,tensor([[0]])
18052,6,12,21,2,12,6,19,4,tensor([[0]])
18053,6,12,21,2,12,6,19,4,tensor([[0]])
18054,6,12,21,2,12,6,19,4,tensor([[0]])
18055,6,13,21,2,13,6,18,5,tensor([[0]])
18056,6,6,13,3,6,6,12,4,tensor([[0]])
18057,4,6,14,3,6,4,14,3,tensor([[0]])
18058,9,7,20,3,7,9,20,3,tensor([[0]])
18059,4,6,14,3,6,4,14,3,tensor([[0]])
18060,9,7,20,3,7,9,20,3,tensor([[0]])
18061,4,6,14,3,6,4,14,3,tensor([[0]])
18062,4,7,14,3,7,4,13,4,tensor([[0]])
18063,9,8,20,3,8,9,19,4,tensor([[0]])
18064,8,6,17,5,6,8,19,3,tensor([[0]])
18065,8,6,18,4,6,8,19,3,tensor([[0]])
18066,13,7,24,4,7,13,25,3,tensor([[0]])
18067,9,6,18,5,6,9,20,3,tensor([[0]])
18068,9,6,19,4,6,9,20,3,tensor([[0]])
18069,14,7,25,4,7,14,26,3,tensor([[0]])
18070,9,6,19,4,6,9,20,3,tensor([[0]])
18071,13,7,24,4,7,13,25,3,tensor([[0]])
18072,9,6,19,4,6,9,20,3,tensor([[0]])
18073,14,7,25,4,7,14,26,3,tensor([[0]])
18074,14,7,25,4,7,14,26,3,tensor([[0]])
18075,12,8,23,6,8,12,26,3,tensor([[0]])
18076,12,8,24,5,8,12,26,3,tensor([[0]])
18077,12,10,25,6,10,12,28,3,tensor([[0]])
18078,12,10,26,5,10,12,28,3,tensor([[0]])
18079,12,8,23,6,8,12,26,3,tensor([[0]])
18080,12,8,24,5,8,12,26,3,tensor([[0]])
18081,12,10,25,6,10,12,28,3,tensor([[0]])
18082,12,10,26,5,10,12,28,3,tensor([[0]])
18083,16,9,29,5,9,16,31,3,tensor([[0]])
18084,16,11,31,5,11,16,33,3,tensor([[0]])
18085,16,9,29,5,9,16,31,3,tensor([[1]])
18086,16,11,31,5,11,16,33,3,tensor([[0]])
18087,8,8,18,4,8,8,19,3,tensor([[0]])
18088,8,7,18,4,7,8,20,2,tensor([[0]])
18089,8,7,18,4,7,8,20,2,tensor([[0]])
18090,8,7,18,4,7,8,20,2,tensor([[0]])
18091,8,8,18,4,8,8,19,3,tensor([[0]])
18092,8,7,18,4,7,8,20,2,tensor([[0]])
18093,18,13,34,11,13,18,40,5,tensor([[0]])
18094,3,9,14,6,9,3,12,8,tensor([[1]])
18095,18,23,41,16,23,18,38,19,tensor([[1]])
18096,16,22,38,11,22,16,36,13,tensor([[1]])
18097,16,23,39,12,23,16,38,13,tensor([[1]])
18098,18,19,37,13,19,18,36,14,tensor([[0]])
18099,18,23,41,10,23,18,38,13,tensor([[1]])
18100,12,20,32,17,20,12,28,21,tensor([[1]])
18101,18,22,40,15,22,18,38,17,tensor([[0]])
18102,18,20,38,11,20,18,36,13,tensor([[0]])
18103,18,15,33,8,15,18,28,13,tensor([[1]])
18104,18,23,41,10,23,18,36,15,tensor([[0]])
18105,12,20,32,17,20,12,28,21,tensor([[0]])
18106,18,22,40,15,22,18,38,17,tensor([[1]])
18107,20,24,44,21,24,20,38,27,tensor([[1]])
18108,18,20,38,11,20,18,36,13,tensor([[0]])
18109,1,10,11,5,10,1,4,12,tensor([[0]])
18110,4,20,24,9,20,4,14,19,tensor([[0]])
18111,4,44,48,9,44,4,18,39,tensor([[0]])
18112,6,2,8,9,2,6,11,6,tensor([[0]])
18113,11,3,14,8,3,11,17,5,tensor([[0]])
18114,11,3,14,8,3,11,17,5,tensor([[0]])
18115,10,6,16,5,6,10,17,4,tensor([[0]])
18116,10,15,26,3,15,10,21,8,tensor([[0]])
18117,10,13,24,4,13,10,21,7,tensor([[0]])
18118,10,16,27,4,16,10,21,10,tensor([[0]])
18119,10,17,28,4,17,10,21,11,tensor([[0]])
18120,10,16,28,3,16,10,21,10,tensor([[0]])
18121,10,16,27,3,16,10,21,9,tensor([[0]])
18122,10,18,29,3,18,10,23,9,tensor([[0]])
18123,10,15,26,2,15,10,22,6,tensor([[0]])
18124,10,15,26,6,15,10,21,11,tensor([[0]])
18125,14,13,28,5,13,14,29,4,tensor([[0]])
18126,6,2,8,8,2,6,10,6,tensor([[0]])
18127,4,8,12,3,8,4,12,3,tensor([[0]])
18128,2,8,12,5,8,2,6,11,tensor([[0]])
18129,2,8,12,5,8,2,6,11,tensor([[0]])
18130,2,9,13,4,9,2,7,10,tensor([[0]])
18131,3,17,20,8,17,3,7,21,tensor([[0]])
18132,1,16,18,10,16,1,6,22,tensor([[0]])
18133,2,16,19,9,16,2,7,21,tensor([[0]])
18134,5,6,12,4,6,5,12,4,tensor([[0]])
18135,9,9,19,5,9,9,19,5,tensor([[0]])
18136,1,7,11,6,7,1,9,8,tensor([[0]])
18137,0,18,19,5,18,0,6,18,tensor([[0]])
18138,1,13,14,6,13,1,7,13,tensor([[0]])
18139,1,11,12,6,11,1,6,12,tensor([[0]])
18140,6,12,19,6,12,6,14,11,tensor([[0]])
18141,0,14,15,4,14,0,6,13,tensor([[0]])
18142,0,14,15,5,14,0,6,14,tensor([[0]])
18143,1,14,16,5,14,1,7,14,tensor([[0]])
18144,1,11,14,3,11,1,2,15,tensor([[0]])
18145,3,14,17,6,14,3,12,11,tensor([[0]])
18146,1,11,15,2,11,1,1,16,tensor([[0]])
18147,6,11,20,2,11,6,7,15,tensor([[0]])
18148,1,12,16,2,12,1,1,17,tensor([[1]])
18149,5,32,40,9,32,5,12,37,tensor([[0]])
18150,6,14,20,1,14,6,16,5,tensor([[0]])
18151,1,16,17,4,16,1,1,20,tensor([[0]])
18152,1,18,19,1,18,1,1,19,tensor([[0]])
18153,16,15,31,3,15,16,30,4,tensor([[0]])
18154,10,9,19,3,9,10,18,4,tensor([[0]])
18155,3,18,21,4,18,3,9,16,tensor([[0]])
18156,3,18,21,4,18,3,8,17,tensor([[0]])
18157,1,9,10,4,9,1,4,10,tensor([[1]])
18158,3,10,13,10,10,3,11,12,tensor([[1]])
18159,5,11,16,7,11,5,13,10,tensor([[1]])
18160,5,11,16,7,11,5,12,11,tensor([[1]])
18161,2,12,15,6,12,2,8,13,tensor([[1]])
18162,14,18,32,15,18,14,30,17,tensor([[1]])
18163,12,20,32,17,20,12,32,17,tensor([[0]])
18164,6,7,13,3,7,6,12,4,tensor([[0]])
18165,5,7,13,3,7,5,11,5,tensor([[0]])
18166,5,8,15,6,8,5,14,7,tensor([[0]])
18167,5,7,14,7,7,5,14,7,tensor([[0]])
18168,6,5,11,3,5,6,10,4,tensor([[0]])
18169,6,6,12,2,6,6,10,4,tensor([[0]])
18170,6,7,13,2,7,6,11,4,tensor([[0]])
18171,5,10,15,2,10,5,12,5,tensor([[0]])
18172,0,8,8,9,8,0,6,11,tensor([[0]])
18173,1,8,9,3,8,1,2,10,tensor([[0]])
18174,4,10,14,3,10,4,8,9,tensor([[0]])
18175,0,7,7,6,7,0,3,10,tensor([[0]])
18176,0,9,9,5,9,0,3,11,tensor([[0]])
18177,0,6,6,8,6,0,3,11,tensor([[0]])
18178,0,9,9,7,9,0,3,13,tensor([[0]])
18179,4,9,13,5,9,4,8,10,tensor([[0]])
18180,0,6,6,8,6,0,4,10,tensor([[0]])
18181,0,4,4,5,4,0,2,7,tensor([[0]])
18182,10,7,17,9,7,10,15,11,tensor([[0]])
18183,5,7,12,9,7,5,11,10,tensor([[0]])
18184,10,12,22,18,12,10,18,22,tensor([[0]])
18185,0,4,5,5,4,0,1,9,tensor([[0]])
18186,12,8,21,9,8,12,19,11,tensor([[0]])
18187,6,5,11,9,5,6,9,11,tensor([[0]])
18188,6,5,11,12,5,6,11,12,tensor([[0]])
18189,10,10,20,12,10,10,18,14,tensor([[0]])
18190,10,10,21,7,10,10,18,10,tensor([[0]])
18191,5,6,11,10,6,5,11,10,tensor([[0]])
18192,5,4,9,5,4,5,9,5,tensor([[0]])
18193,5,10,15,17,10,5,13,19,tensor([[0]])
18194,3,15,18,6,15,3,15,9,tensor([[0]])
18195,8,8,16,4,8,8,16,4,tensor([[0]])
18196,8,6,14,4,6,8,12,6,tensor([[0]])
18197,10,5,15,3,5,10,15,3,tensor([[0]])
18198,10,11,21,2,11,10,18,5,tensor([[0]])
18199,8,9,17,2,9,8,14,5,tensor([[0]])
18200,7,9,16,3,9,7,14,5,tensor([[0]])
18201,8,5,13,5,5,8,13,5,tensor([[0]])
18202,12,5,17,3,5,12,17,3,tensor([[0]])
18203,14,8,22,2,8,14,20,4,tensor([[0]])
18204,9,4,13,4,4,9,13,4,tensor([[0]])
18205,15,10,25,6,10,15,22,9,tensor([[0]])
18206,10,12,22,8,12,10,16,14,tensor([[0]])
18207,0,7,7,3,7,0,1,9,tensor([[0]])
18208,5,10,15,5,10,5,8,12,tensor([[0]])
18209,10,10,20,4,10,10,15,9,tensor([[0]])
18210,0,12,12,5,12,0,2,15,tensor([[0]])
18211,0,9,9,2,9,0,2,9,tensor([[0]])
18212,1,10,11,1,10,1,1,11,tensor([[0]])
18213,1,10,11,2,10,1,2,11,tensor([[0]])
18214,6,12,18,7,12,6,16,9,tensor([[0]])
18215,6,12,18,11,12,6,16,13,tensor([[0]])
18216,6,14,20,13,14,6,16,17,tensor([[0]])
18217,6,17,24,12,17,6,16,20,tensor([[0]])
18218,4,6,10,4,6,4,9,5,tensor([[0]])
18219,2,7,9,7,7,2,8,8,tensor([[0]])
18220,5,3,8,6,3,5,10,4,tensor([[0]])
18221,10,6,16,4,6,10,13,7,tensor([[0]])
18222,9,8,17,5,8,9,14,8,tensor([[0]])
18223,4,10,14,4,10,4,12,6,tensor([[0]])
18224,7,5,12,9,5,7,12,9,tensor([[0]])
18225,10,7,17,6,7,10,14,9,tensor([[0]])
18226,0,5,5,8,5,0,0,13,tensor([[0]])
18227,2,9,11,6,9,2,3,14,tensor([[0]])
18228,5,2,7,5,2,5,6,6,tensor([[0]])
18229,5,3,8,5,3,5,6,7,tensor([[0]])
18230,0,7,8,3,7,0,1,10,tensor([[0]])
18231,0,4,4,5,4,0,0,9,tensor([[0]])
18232,0,8,8,8,8,0,5,11,tensor([[0]])
18233,5,4,9,4,4,5,9,4,tensor([[0]])
18234,10,4,14,5,4,10,15,4,tensor([[0]])
18235,8,7,15,4,7,8,15,4,tensor([[0]])
18236,8,8,16,4,8,8,15,5,tensor([[0]])
18237,8,11,19,6,11,8,15,10,tensor([[0]])
18238,8,12,20,4,12,8,14,10,tensor([[0]])
18239,6,10,19,4,10,6,9,14,tensor([[0]])
18240,10,12,25,6,12,10,15,16,tensor([[0]])
18241,6,9,18,5,9,6,9,14,tensor([[0]])
18242,5,3,8,6,3,5,8,6,tensor([[0]])
18243,5,3,8,6,3,5,8,6,tensor([[0]])
18244,4,4,8,7,4,4,9,6,tensor([[0]])
18245,0,6,6,6,6,0,2,10,tensor([[0]])
18246,10,10,20,16,10,10,18,18,tensor([[0]])
18247,0,5,5,8,5,0,4,9,tensor([[0]])
18248,0,6,6,8,6,0,4,10,tensor([[0]])
18249,0,8,8,7,8,0,4,11,tensor([[0]])
18250,0,6,6,8,6,0,6,8,tensor([[0]])
18251,0,8,8,6,8,0,4,10,tensor([[0]])
18252,0,6,6,6,6,0,4,8,tensor([[0]])
18253,10,8,20,4,8,10,20,4,tensor([[0]])
18254,10,8,20,4,8,10,20,4,tensor([[0]])
18255,5,7,13,5,7,5,14,4,tensor([[0]])
18256,13,13,28,5,13,13,26,7,tensor([[0]])
18257,13,14,29,4,14,13,27,6,tensor([[0]])
18258,13,13,28,5,13,13,27,6,tensor([[0]])
18259,3,11,14,4,11,3,5,13,tensor([[0]])
18260,4,18,22,3,18,4,15,10,tensor([[0]])
18261,10,7,17,10,7,10,15,12,tensor([[0]])
18262,10,8,18,11,8,10,16,13,tensor([[0]])
18263,10,6,16,11,6,10,16,11,tensor([[0]])
18264,0,11,12,1,11,0,4,9,tensor([[0]])
18265,7,7,14,7,7,7,15,6,tensor([[0]])
18266,3,7,10,7,7,3,8,9,tensor([[0]])
18267,6,9,15,9,9,6,19,5,tensor([[0]])
18268,1,9,10,6,9,1,5,11,tensor([[0]])
18269,0,7,7,11,7,0,6,12,tensor([[0]])
18270,0,7,7,8,7,0,5,10,tensor([[0]])
18271,5,27,33,17,27,5,14,36,tensor([[0]])
18272,8,11,21,9,11,8,14,16,tensor([[0]])
18273,10,18,31,5,18,10,23,13,tensor([[0]])
18274,2,5,7,3,5,2,7,3,tensor([[0]])
18275,1,9,12,5,9,1,8,9,tensor([[0]])
18276,9,7,16,5,7,9,16,5,tensor([[0]])
18277,1,18,22,15,18,1,9,28,tensor([[0]])
18278,3,26,31,7,26,3,5,33,tensor([[0]])
18279,3,28,34,11,28,3,9,36,tensor([[0]])
18280,13,14,28,8,14,13,25,11,tensor([[0]])
18281,10,27,38,21,27,10,21,38,tensor([[0]])
18282,9,29,39,23,29,9,21,41,tensor([[0]])
18283,9,28,38,20,28,9,20,38,tensor([[0]])
18284,10,27,38,21,27,10,21,38,tensor([[0]])
18285,10,9,19,7,9,10,19,7,tensor([[1]])
18286,8,28,36,7,28,8,14,29,tensor([[0]])
18287,8,12,20,5,12,8,14,11,tensor([[0]])
18288,8,14,22,5,14,8,14,13,tensor([[1]])
18289,8,17,25,6,17,8,14,17,tensor([[0]])
18290,0,13,17,7,13,0,14,10,tensor([[0]])
18291,7,9,17,13,9,7,18,12,tensor([[0]])
18292,1,12,14,6,12,1,10,10,tensor([[0]])
18293,6,12,18,3,12,6,16,5,tensor([[0]])
18294,0,12,16,15,12,0,22,9,tensor([[0]])
18295,15,48,69,8,48,15,30,47,tensor([[0]])
18296,5,13,18,5,13,5,12,11,tensor([[0]])
18297,2,7,10,8,7,2,6,12,tensor([[0]])
18298,4,1,5,10,1,4,5,10,tensor([[0]])
18299,3,17,20,5,17,3,12,13,tensor([[0]])
18300,4,16,20,5,16,4,14,11,tensor([[0]])
18301,10,9,19,5,9,10,16,8,tensor([[0]])
18302,5,4,9,5,4,5,7,7,tensor([[0]])
18303,9,6,15,7,6,9,14,8,tensor([[0]])
18304,2,10,14,4,10,2,3,15,tensor([[0]])
18305,0,17,19,12,17,0,13,18,tensor([[0]])
18306,7,8,15,7,8,7,16,6,tensor([[0]])
18307,5,14,19,7,14,5,12,14,tensor([[0]])
18308,21,7,30,2,7,21,31,1,tensor([[0]])
18309,4,22,27,1,22,4,4,24,tensor([[0]])
18310,1,30,32,8,30,1,5,35,tensor([[0]])
18311,2,28,31,6,28,2,5,32,tensor([[0]])
18312,8,44,54,6,44,8,8,52,tensor([[0]])
18313,3,49,53,8,49,3,8,53,tensor([[0]])
18314,5,22,28,0,22,5,5,23,tensor([[0]])
18315,8,44,54,2,44,8,10,46,tensor([[0]])
18316,8,44,54,2,44,8,10,46,tensor([[0]])
18317,7,41,49,0,41,7,8,41,tensor([[0]])
18318,5,22,28,4,22,5,5,27,tensor([[0]])
18319,3,21,24,2,21,3,9,17,tensor([[0]])
18320,3,17,20,3,17,3,9,14,tensor([[0]])
18321,4,8,13,7,8,4,15,5,tensor([[0]])
18322,3,9,13,6,9,3,14,5,tensor([[0]])
18323,8,6,15,2,6,8,15,2,tensor([[0]])
18324,5,8,13,6,8,5,10,9,tensor([[0]])
